Year,Reporter Code,Trade Flow Code,Partner Code,Classification,Commodity Code,Quantity Unit Code,Supplementary Quantity,Netweight (kg),Value,Estimation Code
1992,724,1,0,"H0","080710",8,880795,880795,707884,0
1992,724,2,0,"H0","080710",8,325367424,325367424,210988528,0
1992,724,2,20,"H0","080710",8,120867,120867,114315,0
1992,724,2,40,"H0","080710",8,6437789,6437789,3582526,0
1992,724,2,58,"H0","080710",8,11514339,11514339,7360376,0
1992,724,2,200,"H0","080710",8,293125,293125,149080,0
1992,724,2,208,"H0","080710",8,5332773,5332773,3236265,0
1992,724,2,246,"H0","080710",8,3300125,3300125,12751225,0
1992,724,1,251,"H0","080710",8,436812,436812,187980,0
1992,724,2,251,"H0","080710",8,65978124,65978124,38998596,0
1992,724,2,270,"H0","080710",8,300,300,640,0
1992,724,1,276,"H0","080710",8,18792,18792,21634,0
1992,724,2,276,"H0","080710",8,89123504,89123504,47519520,0
1992,724,2,292,"H0","080710",8,60511,60511,51038,0
1992,724,2,300,"H0","080710",8,501375,501375,281970,0
1992,724,2,348,"H0","080710",8,535062,535062,225206,0
1992,724,2,372,"H0","080710",8,976500,976500,759323,0
1992,724,1,376,"H0","080710",8,223773,223773,336025,0
1992,724,1,381,"H0","080710",8,39398,39398,10560,0
1992,724,2,381,"H0","080710",8,16073191,16073191,8580891,0
1992,724,2,498,"H0","080710",8,2500,2500,1580,0
1992,724,1,504,"H0","080710",8,116839,116839,37200,0
1992,724,1,528,"H0","080710",8,5250,5250,11139,0
1992,724,2,528,"H0","080710",8,32379260,32379260,21232218,0
1992,724,2,579,"H0","080710",8,3880625,3880625,2158505,0
1992,724,2,616,"H0","080710",8,659437,659437,344547,0
1992,724,1,620,"H0","080710",8,39871,39871,102868,0
1992,724,2,620,"H0","080710",8,5457562,5457562,3341401,0
1992,724,2,643,"H0","080710",8,174312,174312,120583,0
1992,724,2,686,"H0","080710",8,859,859,552,0
1992,724,2,705,"H0","080710",8,14625,14625,5268,0
1992,724,2,752,"H0","080710",8,7678796,7678796,4332965,0
1992,724,2,757,"H0","080710",8,8202121,8202121,6231916,0
1992,724,2,804,"H0","080710",8,61375,61375,43184,0
1992,724,2,826,"H0","080710",8,66491436,66491436,49508184,0
1992,724,2,891,"H0","080710",8,116570,116570,56447,0
1992,724,1,899,"H0","080710",8,60,60,478,0
1992,724,2,899,"H0","080710",8,366,366,201,0
1993,724,1,0,"H0","080710",8,3706446,3706446,2793017,0
1993,724,2,0,"H0","080710",8,407278976,407278976,203148960,0
1993,724,2,20,"H0","080710",8,29601,29601,20980,0
1993,724,2,40,"H0","080710",8,9588417,9588417,5251564,0
1993,724,1,58,"H0","080710",8,957,957,898,0
1993,724,2,58,"H0","080710",8,17846312,17846312,10546391,0
1993,724,1,76,"H0","080710",8,1948187,1948187,1242612,0
1993,724,2,124,"H0","080710",8,52718,52718,41430,0
1993,724,1,152,"H0","080710",8,58785,58785,64202,0
1993,724,1,188,"H0","080710",8,2687,2687,12680,0
1993,724,2,191,"H0","080710",8,16300,16300,7659,0
1993,724,2,203,"H0","080710",8,1017000,1017000,364754,0
1993,724,2,208,"H0","080710",8,6036308,6036308,2699341,0
1993,724,1,214,"H0","080710",8,60,60,655,0
1993,724,1,218,"H0","080710",8,28218,28218,17430,0
1993,724,2,246,"H0","080710",8,3555250,3555250,1413720,0
1993,724,1,251,"H0","080710",8,156117,156117,242548,0
1993,724,2,251,"H0","080710",8,81777688,81777688,41440556,0
1993,724,2,270,"H0","080710",8,1187,1187,1039,0
1993,724,2,276,"H0","080710",8,103048248,103048248,45881720,0
1993,724,2,292,"H0","080710",8,57843,57843,29750,0
1993,724,2,300,"H0","080710",8,816437,816437,590157,0
1993,724,1,340,"H0","080710",8,75117,75117,103979,0
1993,724,2,348,"H0","080710",8,780375,780375,256679,0
1993,724,2,372,"H0","080710",8,933625,933625,552273,0
1993,724,1,376,"H0","080710",8,203941,203941,264876,0
1993,724,1,381,"H0","080710",8,523,523,716,0
1993,724,2,381,"H0","080710",8,20604668,20604668,8772901,0
1993,724,2,440,"H0","080710",8,12500,12500,4367,0
1993,724,2,478,"H0","080710",8,9000,9000,12292,0
1993,724,1,504,"H0","080710",8,201316,201316,94657,0
1993,724,1,528,"H0","080710",8,924500,924500,621915,0
1993,724,2,528,"H0","080710",8,42798652,42798652,24590044,0
1993,724,1,554,"H0","080710",8,10437,10437,10591,0
1993,724,2,579,"H0","080710",8,3352187,3352187,1493241,0
1993,724,2,616,"H0","080710",8,1422000,1422000,511813,0
1993,724,1,620,"H0","080710",8,28855,28855,25530,0
1993,724,2,620,"H0","080710",8,18981268,18981268,8970932,0
1993,724,2,642,"H0","080710",8,20113,20113,6337,0
1993,724,2,643,"H0","080710",8,39394,39394,20217,0
1993,724,2,703,"H0","080710",8,340500,340500,122748,0
1993,724,2,705,"H0","080710",8,392687,392687,177577,0
1993,724,1,711,"H0","080710",8,5625,5625,16614,0
1993,724,2,752,"H0","080710",8,6411339,6411339,2907543,0
1993,724,2,757,"H0","080710",8,10610742,10610742,7333849,0
1993,724,1,826,"H0","080710",8,52234,52234,58584,0
1993,724,2,826,"H0","080710",8,76726624,76726624,39127080,0
1993,724,1,862,"H0","080710",8,8812,8812,14069,0
1993,724,1,899,"H0","080710",8,75,75,461,0
1994,724,1,0,"H0","080710",8,5938621,5938621,4051556,0
1994,724,2,0,"H0","080710",8,434851200,434851200,237831696,0
1994,724,2,20,"H0","080710",8,482937,482937,306224,0
1994,724,2,40,"H0","080710",8,9246867,9246867,4565229,0
1994,724,1,58,"H0","080710",8,5250,5250,7860,0
1994,724,2,58,"H0","080710",8,18017992,18017992,10864275,0
1994,724,2,70,"H0","080710",8,921,921,692,0
1994,724,1,76,"H0","080710",8,846000,846000,661351,0
1994,724,2,112,"H0","080710",8,65515,65515,32467,0
1994,724,2,124,"H0","080710",8,43613,43613,31666,0
1994,724,1,152,"H0","080710",8,32644,32644,23050,0
1994,724,1,188,"H0","080710",8,60144,60144,84206,0
1994,724,2,191,"H0","080710",8,128996,128996,77497,0
1994,724,2,203,"H0","080710",8,1520312,1520312,601574,0
1994,724,2,208,"H0","080710",8,6360464,6360464,3489778,0
1994,724,1,214,"H0","080710",8,8937,8937,14226,0
1994,724,1,218,"H0","080710",8,149687,149687,96708,0
1994,724,2,246,"H0","080710",8,3734687,3734687,1669019,0
1994,724,1,251,"H0","080710",8,207421,207421,200668,0
1994,724,2,251,"H0","080710",8,87407312,87407312,49901400,0
1994,724,1,276,"H0","080710",8,14625,14625,12760,0
1994,724,2,276,"H0","080710",8,118823688,118823688,57120552,0
1994,724,2,292,"H0","080710",8,94136,94136,63204,0
1994,724,2,300,"H0","080710",8,128996,128996,79981,0
1994,724,1,340,"H0","080710",8,5437,5437,4677,0
1994,724,2,348,"H0","080710",8,1518750,1518750,502836,0
1994,724,2,372,"H0","080710",8,1086437,1086437,773474,0
1994,724,1,376,"H0","080710",8,167097,167097,189102,0
1994,724,1,381,"H0","080710",8,209175,209175,142226,0
1994,724,2,381,"H0","080710",8,15939640,15939640,6973853,0
1994,724,1,418,"H0","080710",8,546,546,775,0
1994,724,2,428,"H0","080710",8,1500,1500,1158,0
1994,724,2,440,"H0","080710",8,41886,41886,28713,0
1994,724,2,478,"H0","080710",8,45175,45175,31422,0
1994,724,1,504,"H0","080710",8,2295812,2295812,1004905,0
1994,724,1,528,"H0","080710",8,1810875,1810875,1542653,0
1994,724,2,528,"H0","080710",8,51529096,51529096,31337352,0
1994,724,2,579,"H0","080710",8,3858812,3858812,1826699,0
1994,724,2,616,"H0","080710",8,1970437,1970437,682053,0
1994,724,1,620,"H0","080710",8,2625,2625,6502,0
1994,724,2,620,"H0","080710",8,17514788,17514788,9414744,0
1994,724,2,643,"H0","080710",8,48691,48691,32798,0
1994,724,1,686,"H0","080710",8,574,574,1215,0
1994,724,2,703,"H0","080710",8,109457,109457,45224,0
1994,724,2,705,"H0","080710",8,111828,111828,57564,0
1994,724,1,711,"H0","080710",8,44949,44949,25714,0
1994,724,2,752,"H0","080710",8,6328968,6328968,3173927,0
1994,724,2,757,"H0","080710",8,13609132,13609132,9459649,0
1994,724,2,788,"H0","080710",8,22187,22187,6804,0
1994,724,2,804,"H0","080710",8,3000,3000,1131,0
1994,724,1,826,"H0","080710",8,35894,35894,10355,0
1994,724,2,826,"H0","080710",8,74977560,74977560,44634136,0
1994,724,2,842,"H0","080710",8,77281,77281,44421,0
1994,724,1,862,"H0","080710",8,40929,40929,22603,0
1994,724,2,899,"H0","080710",8,140,140,179,0
1995,724,1,0,"H0","080710",8,6359907,6359907,6305523,0
1995,724,2,0,"H0","080710",8,554996032,554996032,313360064,0
1995,724,2,20,"H0","080710",8,433250,433250,258409,0
1995,724,1,32,"H0","080710",8,15937,15937,13327,0
1995,724,2,40,"H0","080710",8,8098117,8098117,3918177,0
1995,724,1,58,"H0","080710",8,6812,6812,13815,0
1995,724,2,58,"H0","080710",8,23651864,23651864,16500192,0
1995,724,2,70,"H0","080710",8,4875,4875,2199,0
1995,724,1,76,"H0","080710",8,1736562,1736562,1711886,0
1995,724,1,120,"H0","080710",8,4375,4375,6675,0
1995,724,2,124,"H0","080710",8,19871,19871,15953,0
1995,724,1,152,"H0","080710",8,10250,10250,32911,0
1995,724,1,156,"H0","080710",8,250,250,742,0
1995,724,1,170,"H0","080710",8,156,156,1364,0
1995,724,1,188,"H0","080710",8,1075875,1075875,1323998,0
1995,724,2,191,"H0","080710",8,149832,149832,82546,0
1995,724,2,203,"H0","080710",8,1747000,1747000,665419,0
1995,724,2,208,"H0","080710",8,9124253,9124253,5121151,0
1995,724,1,218,"H0","080710",8,220757,220757,167385,0
1995,724,2,246,"H0","080710",8,4589898,4589898,2638603,0
1995,724,1,251,"H0","080710",8,213687,213687,205597,0
1995,724,2,251,"H0","080710",8,106215000,106215000,65567488,0
1995,724,2,276,"H0","080710",8,171810816,171810816,79811136,0
1995,724,2,292,"H0","080710",8,152816,152816,88829,0
1995,724,2,300,"H0","080710",8,495937,495937,274380,0
1995,724,1,340,"H0","080710",8,371250,371250,285492,0
1995,724,2,348,"H0","080710",8,658937,658937,259093,0
1995,724,2,372,"H0","080710",8,900937,900937,523388,0
1995,724,1,376,"H0","080710",8,146378,146378,189933,0
1995,724,1,381,"H0","080710",8,1812,1812,21188,0
1995,724,2,381,"H0","080710",8,14090175,14090175,8172998,0
1995,724,2,428,"H0","080710",8,1687,1687,1365,0
1995,724,2,440,"H0","080710",8,111695,111695,44495,0
1995,724,2,458,"H0","080710",8,17359,17359,8363,0
1995,724,2,478,"H0","080710",8,18929,18929,16152,0
1995,724,1,504,"H0","080710",8,1505687,1505687,1347785,0
1995,724,1,528,"H0","080710",8,604312,604312,696176,0
1995,724,2,528,"H0","080710",8,67990184,67990184,42516020,0
1995,724,2,579,"H0","080710",8,3066437,3066437,1632737,0
1995,724,1,604,"H0","080710",8,230,230,1870,0
1995,724,2,616,"H0","080710",8,1626875,1626875,618034,0
1995,724,1,620,"H0","080710",8,325750,325750,154890,0
1995,724,2,620,"H0","080710",8,19064200,19064200,10804858,0
1995,724,2,642,"H0","080710",8,18734,18734,20583,0
1995,724,2,643,"H0","080710",8,63300,63300,25799,0
1995,724,2,703,"H0","080710",8,351062,351062,116746,0
1995,724,1,705,"H0","080710",8,769,769,773,0
1995,724,2,705,"H0","080710",8,223437,223437,121571,0
1995,724,1,711,"H0","080710",8,51691,51691,68847,0
1995,724,1,716,"H0","080710",8,1250,1250,836,0
1995,724,2,752,"H0","080710",8,7588910,7588910,4128132,0
1995,724,2,757,"H0","080710",8,11458886,11458886,7589119,0
1995,724,2,788,"H0","080710",8,3750,3750,1205,0
1995,724,1,826,"H0","080710",8,60242,60242,49952,0
1995,724,2,826,"H0","080710",8,101246872,101246872,61814760,0
1995,724,1,862,"H0","080710",8,5875,5875,10081,0
1995,724,2,899,"H0","080710",8,148,148,173,0


